#,Friends?,Sheath (t0),Sh/FR mix (t1),FR Start (t2),FR End (t3),Leg End (t4),Mixed End (t5),u0,u1,u2,u3,u4,u5,Enh?,HSS?,HSScat,Data Gap?,Comments
485,-,-,,2011-04-23T00:01,2011-04-23T18:51,2011-04-24T11:20,2011-04-24T13:11,-,-,2,3,3,3,N,Y?,GV,-,HSS behind? A little weak and might be too far. Messy long FR and attempted to split
486,-,2011-04-29T09:07,,2011-04-29T13:55,2011-04-29T20:52,-,-,2,-,1,1,-,-,N,Y,GV,-,HSS behind?
487,-,2011-05-28T00:14,,2011-05-28T05:31,2011-05-28T20:26,-,2011-05-29T01:04,2,-,1,2,-,2,M?,Y?,V,-,Enhancement in ACE? HSS behind but too far?
488,-,2011-06-04T20:06,,2011-06-05T01:57,2011-06-05T07:23,2011-06-05T18:18,-,1,-,2,2,2,-,N,N,-,-,Wind n goes a little crazy. Think leg not 2 separate FR (like Lepping)
489,-,2011-06-17T02:09,,2011-06-17T05:24,2011-06-17T13:24,2011-06-18T00:16,-,1,-,1,2,2,-,N,N,-,-,Guessing at leg
490,-,2011-06-30T13:26,,2011-06-30T18:43,2011-07-01T05:16,-,-,2,-,1,1,-,-,N,N?,-,-,Compression in back just from normal slow SW? Too slow for sheath?
491,-,2011-07-03T18:24,,2011-07-03T20:48,2011-07-04T16:30,-,2011-07-04T21:26,2,-,1,2,-,3,N,N,-,-,Weak case but clear signature
492,-,2011-07-06T02:13,,2011-07-06T17:20,2011-07-06T23:41,2011-07-07T10:50,-,2,-,2,2,1,-,N,N,-,-,Might be leg. Might not
493,-,2011-07-08T22:36,,2011-07-09T01:36,2011-07-09T08:13,-,-,3,-,1,3,-,-,N,N,GV,-,Too slow for sheath? Just going off n structure
494,-,2011-07-14T12:00,,2011-07-15T04:00,2011-07-16T01:12,-,2011-07-16T10:20,1,-,1,2,-,2,N,N?,V,-,Might be embedded in HSS but v profile is very smooth? FR messy. No leg? Multi FR?
495,-,2011-08-04T21:15,,2011-08-04T22:18,2011-08-05T14:00,2011-08-05T14:29,-,2,-,2,2,2,-,N,N,-,-,Messy FR and leg?
496,-,2011-08-05T17:20,,2011-08-06T22:17,2011-08-08T00:36,-,-,1,-,1,2,-,-,N,N?,V,-,Mega sheath and weak FR? Long flank/leg encounter? Maybe embedded in HSS
497,498,-,,2011-09-08T10:00,2011-09-09T11:47,-,-,-,-,3,1,-,-,N,N,-,-,Not convinced is thing. Very weak with some T signature. Shock behind
498,497,2011-09-09T11:46,,2011-09-09T18:20,2011-09-10T15:00,-,2011-09-10T21:56,0,-,2,3,-,3,N,Y?,V,W,Hard to split up bc messy. Embedded in HSS?
499,500,-,,2011-09-16T19:00,2011-09-17T02:56,-,2011-09-17T05:00,-,-,1,1,-,2,N,N,-,-,Weak B but clear T sigs. Mixed from interaction with next
500,499; 501,2011-09-17T02:56,,2011-09-17T15:38,2011-09-17T22:15,2011-09-18T06:00,2011-09-18T10:00,0,-,0,1,2,2,N,N,-,-,Pretty clean signature. Interacts with before and after
501,500,2011-09-18T10:00,,2011-09-18T12:24,2011-09-18T20:12,-,2011-09-18T23:36,2,-,1,1,-,3,N,N,-,-,No rotation but very smooth
502,-,2011-09-22T03:00,,2011-09-22T15:00,2011-09-23T03:00,-,-,2,-,1,3,-,-,N,N,-,-,Weak questionable case but hint of a T drop
503,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Strongly suspect is HSS
504,-,-,,2011-09-29T23:43,2011-09-30T14:01,-,-,-,-,3,2,-,-,N,Y?,V,W,Wind gap early on. Think is mostly HSS with small FR embedded?
505,-,2011-10-05T06:47,,2011-10-05T09:50,2011-10-05T18:45,-,2011-10-05T22:00,1,-,1,3,-,3,N,N,-,-,Guessing at split and that next one is separate case and not extension or interaction
506,507,2011-10-06T12:00,,2011-10-06T14:06,2011-10-06T21:36,-,2011-10-07T02:00,2,-,2,1,-,1,N,N,-,-,Uncertain on sheath being a thing. Interaction until next
507,506,2011-10-07T02:00,,2011-10-07T03:12,2011-10-07T08:04,2011-10-07T17:00,-,2,-,2,3,3,-,N,N,-,-,Messy glancing encounter with leg?
508,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not certain is thing. Slight B enhancement but nothing else
509,-,-,,2011-10-22T22:00,2011-10-23T14:56,-,-,-,-,2,2,-,-,N,N,-,-,Weak but pretty smooth B
510,-,2011-10-24T17:47,,2011-10-25T00:33,2011-10-25T12:42,-,2011-10-25T17:00,0,-,1,2,-,2,N,N?,-,-,Something faster behind but not that fast. Light compression at rear
511,-,-,,2011-10-28T23:45,2011-10-29T13:13,-,-,-,-,2,2,-,-,N,N,-,-,Weak but probably a thing
512,513,2011-10-30T08:49,,2011-10-31T01:00,2011-10-31T16:44,2011-11-01T08:06,2011-11-01T17:19,2,-,1,2,1,2,N?,N?,V,-,Lot of structure in sheath. Might be interacting with HSS/SIR? Bulge in FR but no clean n enh.
513,512,2011-11-01T08:06,,2011-11-02T02:47,2011-11-03T04:26,-,-,1,-,2,1,-,-,N,N,-,-,Might have leg but not clear enough to label
514,-,2011-11-04T19:36,,2011-11-04T20:27,2011-11-05T12:54,-,-,3,-,2,3,-,-,N,N,-,-,Weak and turbulent but B clearly rotating. Too slow for HSS
515,-,2011-11-07T15:00,,2011-11-07T16:19,2011-11-07T22:38,-,-,2,-,1,1,-,-,N,N,-,-,Weak glancing case
516,517,2011-11-11T03:01,,2011-11-11T08:31,2011-11-12T05:16,-,-,2,-,2,1,-,-,N,N?,-,-,Sheath based on n. Looks more like HSS but too slow?
517,516,2011-11-12T05:59,,2011-11-12T15:20,2011-11-14T00:00,-,2011-11-09T13:30,1,-,3,3,-,3,N,N,-,A,Small ACE gaps. Messy and hard to interpret
518,-,2011-11-28T21:15,,2011-11-29T00:00,2011-11-29T07:44,-,-,0,-,2,3,-,-,N,N,-,-,Too messy to split up. Might be longer?
519,-,2011-12-02T16:12,,2011-12-02T18:20,2011-12-03T05:38,-,-,1,-,2,2,-,-,N,N,-,-,Could maybe add mixed.
520,-,-,,2011-12-25T03:34,2011-12-25T17:00,-,-,-,-,2,2,-,-,N,N,V,-,Weak event but some clear rotation
521,-,2011-12-28T09:56,,2011-12-28T15:34,2011-12-29T05:37,-,2011-12-29T09:23,1,-,2,2,-,2,N,N,V,A,Not interacting with next?
522,-,-,,2011-12-29T22:21,2011-12-30T11:44,-,2011-12-30T20:15,-,-,1,3,-,2,N,N,-,A,Weak case
523,524,-,,2012-01-21T04:00,2012-01-22T05:15,-,-,-,-,2,1,-,-,N,N,G,-,Weak case if a thing at all. Does have some B rot. Interacts with next case
524,523,2012-01-22T05:15,,2012-01-22T11:24,2012-01-23T07:47,2012-01-24T14:36,-,1,-,1,2,1,-,N,N,GV,A,Some ACE issues/gaps. Think leg extends to next case/HSS?
525,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,GV,-,Leaning toward this being HSS? Could be smidgen of FR in HSS? (H4C times)
526,-,2012-01-30T15:37,,2012-01-31T02:18,2012-01-31T16:29,-,2012-01-27T16:39,0,-,2,2,-,3,N,N?,V,-,Guessing at FR. Could be longer? Could be in very slow HSS?
527,528,-,,2012-02-13T20:13,2012-02-14T07:03,-,-,-,-,3,2,-,-,N,N,-,-,Weak case. Interacts with next
528,527; 529,2012-02-14T07:03,,2012-02-14T20:36,2012-02-15T16:41,-,2012-02-16T05:21,1,-,1,3,-,2,N,N,-,-,Interacts and mixed until next?
529,528,2012-02-16T05:21,,2012-02-16T14:15,2012-02-18T00:58,-,2012-02-18T05:25,2,-,2,3,-,3,N,N,V,-,Not sure how to interpret B kink in middle. Does not look particulary leg-like after
530,531,2012-02-26T20:57,,2012-02-27T17:59,2012-02-28T14:26,2012-02-29T04:46,-,1,-,1,2,2,-,M?,N,-,-,Moderate case. Interacts with next case
531,530,2012-02-29T04:46,,2012-02-29T07:09,2012-02-29T15:34,-,2012-02-29T23:40,1,-,1,2,-,1,N,N,-,-,Glancing encounter but smooth
532,-,2012-03-02T17:54,,2012-03-02T21:16,2012-03-04T01:10,-,-,1,-,1,1,-,-,N,N,-,-,Long glancing blow
533,-,-,,2012-03-06T06:40,2012-03-06T15:00,-,2012-03-06T15:39,-,-,1,2,-,2,N,N,V,-,Weak case but smooth
534,-,2012-03-08T10:32,,2012-03-09T03:09,2012-03-09T20:22,2012-03-11T07:21,-,1,-,1,2,2,-,M?,N,-,A,ACE plasma issues. Long tail
535,-,2012-03-12T08:42,,2012-03-12T16:19,2012-03-14T02:52,-,-,0,-,1,2,-,-,N,N,G,-,Mostly leg? Little rot but smooth and low T
536,-,2012-03-15T12:35,,2012-03-15T17:00,2012-03-15T21:00,2012-03-16T10:00,2012-03-16T14:10,1,-,1,2,2,3,N,M?,V,-,Short core and long leg? HSS behind?
537,-,2012-03-30T03:25,,2012-03-30T13:09,2012-03-31T13:25,-,-,1,-,1,2,-,-,N,N,-,-,Probably a thing? I have concerns about GMU1 back bound
538,539,-,,2012-04-04T22:00,2012-04-05T09:23,-,2012-04-05T14:23,-,-,2,2,-,1,N,N,-,-,Mixed until next case
539,538,2012-04-05T14:23,,2012-04-05T19:41,2012-04-06T21:36,-,-,1,-,1,2,-,-,N,N,-,-,Could add mixed?
540,-,-,,2012-04-11T06:28,2012-04-12T03:35,-,-,-,-,1,1,-,-,N,N?,GV,-,Could maybe split but whole thing pretty ugly
541,-,-,,2012-04-20T03:13,2012-04-21T09:00,-,2012-04-21T16:00,,-,2,2,-,2,N,N,-,W,Mini Wind gap. Pretty weak event
542,-,2012-04-23T02:27,,2012-04-23T16:48,2012-04-24T01:06,-,2012-04-24T02:52,1,-,0,2,-,2,N,N?,V,-,Slightly elevated v behind but not strong HSS signature
543,-,2012-04-25T17:00,,2012-04-26T02:36,2012-04-27T21:32,-,-,2,-,1,2,-,-,N,N,-,-,FR too messy to attempt splitting. ACE/Wind plasma fairly different at FR front
544,-,2012-05-03T00:59,,2012-05-04T03:36,2012-05-05T11:22,-,-,1,-,1,2,-,-,N,N,-,-,Minimal rot but smooth
545,-,2012-05-16T13:15,,2012-05-16T16:04,2012-05-17T15:57,-,2012-05-17T22:00,2,-,1,2,-,1,N,N,V,-,Mixed is fairly smooth and might be skimming a leg
546,547,2012-06-01T18:15,,2012-06-01T19:45,2012-06-02T07:42,-,2012-06-02T14:54,3,-,2,2,-,2,N,N,-,-,Mixed until next case. Glancing blow
547,546,-,,2012-06-02T14:54,2012-06-02T22:22,2012-06-03T11:06,-,-,-,1,2,2,-,N,N,V,-,Glancing blow but clean weak signature
548,-,2012-06-08T07:00,,2012-06-08T11:00,2012-06-09T16:59,-,2012-06-10T03:57,2,-,1,3,-,3,M?,N,V,-,Messy garbage but clear T signature. Multiple cases?
549,550,2012-06-11T00:57,,2012-06-11T02:52,2012-06-11T13:21,-,2012-06-11T14:18,2,-,1,1,-,2,N,N,-,-,Probably a thing? Weak but fairly smooth
550,549,2012-06-11T13:21,,2012-06-11T14:18,2012-06-12T00:41,-,2012-06-12T06:59,2,-,1,1,-,2,N,N,-,-,Sheath more of just mixed region at front
551,-,2012-06-16T19:34,,2012-06-16T22:01,2012-06-17T09:27,-,2012-06-17T12:32,1,-,1,2,-,2,N,N,-,-,Short but clean event
552,553,2012-07-04T19:00,,2012-07-05T00:00,2012-07-05T10:12,-,-,1,-,1,1,-,-,N,N,-,-,Interacts with next
553,552,2012-07-04T19:00,,2012-07-05T16:39,2012-07-05T10:12,-,-,1,-,2,1,-,-,N,N,V,-,Could move FR front boundary earlier or later?
554,-,2012-07-08T08:00,,2012-07-08T23:47,2012-07-09T13:48,-,2012-07-10T01:41,1,-,0,1,-,2,N,N?,V,-,SW v a little elevated behind but not HSS? Lepping sheath CME?
555,-,2012-07-14T17:26,,2012-07-15T06:14,2012-07-16T14:05,2012-07-16T23:41,2012-07-17T07:03,1,-,0,1,2,2,N,N,-,-,Textbook case :)
556,-,2012-07-21T15:32,,2012-07-22T05:36,2012-07-22T22:30,-,2012-07-23T16:00,1,-,2,2,-,3,N,N,V,-,Uncertain on FR start. Timing diff on T drop vs phi smooth. Long mixed but too ugly for pure leg?
557,558,2012-08-07T20:20,,2012-08-08T14:57,2012-08-09T16:06,-,2012-08-10T04:09,1,-,1,2,-,1,N,N,-,-,Mixed until next?
558,557; 559,2012-08-10T04:09,,2012-08-10T06:35,2012-08-10T15:33,-,2012-08-10T21:23,1,-,1,2,-,1,N,N,-,-,Mixed until next?
559,558; 560,-,,2012-08-10T21:23,2012-08-12T03:12,-,2012-08-12T12:37,-,-,2,2,-,3,N,N,V,-,Mixed until next?
560,559,2012-08-12T12:37,,2012-08-12T19:12,2012-08-13T05:01,-,2012-08-13T06:54,1,-,1,2,-,3,N,N,GV,-,Guessing at mixed
561,-,-,,2012-08-16T21:50,2012-08-18T03:25,-,-,-,-,2,1,-,-,N,N,V,-,Weak but smooth and T drop. Interacts with next
562,-,2012-08-18T03:25,,2012-08-18T19:12,2012-08-19T08:22,-,-,1,-,1,1,-,-,N,Y?,GV,-,HSS behind?
563,-,-,,2012-08-30T15:35,2012-08-31T05:30,-,-,-,-,3,2,-,-,N,N,V,AW,Noticeable variation in Bx between ACE/Wind. Wind n gap. ACE low res plasma or really that smooth?
564,565,-,,2012-09-01T07:12,2012-09-03T11:23,-,-,-,-,2,3,-,-,N,N,-,-,Suspicious of length but too ugly to split up. Might be shorter? Interacts with next if not shorter
565,564; 566,2012-09-03T11:23,,2012-09-04T11:00,2012-09-04T22:02,-,2012-09-04T23:30,1,-,2,1,-,2,N,N,-,-,Mixed is shocked by next
566,565; 567,2012-09-04T22:02,,2012-09-05T05:52,2012-09-05T17:44,-,2012-09-05T22:03,1,-,1,1,-,2,N,N,-,-,Mixed until next
567,566,2012-09-05T22:03,,2012-09-06T02:15,2012-09-06T15:50,-,-,2,-,1,2,-,-,N,N,-,-,Interacts with next
568,567,2012-09-06T15:50,,2012-09-06T18:27,2012-09-07T01:00,-,-,2,-,2,2,-,-,N,N,-,-,Weak glancing case
569,-,2012-09-12T18:03,,2012-09-12T21:03,2012-09-13T03:54,2012-09-13T15:20,-,2,-,1,2,2,-,N,N,V,-,Enough rot to think not HSS but pretty turbulent
570,571,2012-09-30T10:14,,2012-09-30T13:24,2012-09-30T20:00,-,2012-09-30T22:12,1,-,1,2,-,1,N,N,-,-,Is probably a thing? Mixed until next
571,570,2012-09-30T22:12,,2012-10-01T00:00,2012-10-01T14:30,2012-10-02T00:00,2012-10-02T07:11,1,-,2,2,2,3,N,N,-,-,Think next case is too far too interact
572,-,-,,2012-10-02T22:41,2012-10-03T05:53,-,-,-,-,2,3,-,-,N,N,-,-,Weak but probably a thing
573,-,2012-10-08T04:12,,2012-10-08T17:23,2012-10-09T07:20,-,2012-10-09T19:00,1,-,1,2,-,2,N,N?,GV,-,SW v up a little behind 
574,-,2012-10-12T08:09,,2012-10-12T18:29,2012-10-13T06:52,-,2012-10-13T09:41,1,-,1,2,-,2,N,M?,V,-,SIR/HSS behind?
575,-,2012-10-31T15:00,,2012-10-31T23:31,2012-11-02T02:38,-,-,1,-,1,1,-,-,N,N,-,-,Could maybe add mixed but not the strongest signature
576,-,-,,2012-11-09T03:49,2012-11-09T14:03,-,2012-11-09T15:00,-,-,2,2,-,3,N,N,V,-,Weak but probably a thing
577,-,2012-11-12T22:15,,2012-11-13T08:00,2012-11-14T02:24,-,2012-11-14T08:09,1,-,1,1,-,2,N,N,V,-,Fairly clean signature
578,-,2012-11-23T21:10,,2012-11-24T11:31,2012-11-25T10:47,-,2012-11-25T14:22,1,-,1,1,-,3,N,N,V,-,Fairly clean signature
579,-,2012-11-26T04:36,,2012-11-26T12:00,2012-11-27T00:46,2012-11-28T05:00,-,1,-,1,3,1,-,N,N,-,-,No obvious signature of interaction with next
580,-,-,,2012-11-28T18:00,2012-11-29T14:00,-,-,-,-,3,3,-,-,N,N,-,-,Not convinced is a thing but slight T signature
581,-,-,,2012-12-01T16:53,2012-12-02T07:30,-,2012-12-04T10:32,-,-,2,2,-,3,N,N,V,-,Think is one case. Little suspicious of length though. Mixed where SW runs into slow CME
582,-,2012-12-14T02:40,,2012-12-14T07:35,2012-12-14T17:35,-,2012-12-14T19:09,2,-,1,2,-,2,N,N,-,-,Weak but pretty smooth 
583,584,2013-01-17T10:10,,2013-01-17T16:10,2013-01-18T11:11,-,2013-01-18T12:37,2,-,1,3,-,2,N,N,-,-,Could maybe add leg but not certain. Not certain on mixed either
584,583; 585,2013-01-18T12:37,,2013-01-19T00:02,2013-01-19T16:50,-,-,1,-,2,1,-,-,N,N,-,-,Interacts with next
585,584,2013-01-19T16:50,,2013-01-19T22:47,2013-01-20T07:01,-,2013-01-20T10:47,1,-,2,1,-,2,Y?,N,-,-,Little enhancement in density
586,587,2013-02-13T17:00,,2013-02-14T17:41,2013-02-16T11:17,-,-,2,-,2,1,-,-,N,N,V,-,Long glancing blow. Interacts with next
587,586,2013-02-16T11:17,,2013-02-17T11:26,2013-02-17T19:17,-,-,1,-,2,2,-,-,N,N,-,-,Suspicious of megasheath
588,-,2013-03-17T05:28,,2013-03-17T14:09,2013-03-18T11:06,-,-,1,-,1,2,-,2,N,N,-,-,Combined two cases. Think is core and leg. Bx jumps when crossing axis
589,-,2013-03-20T16:28,,2013-03-20T19:08,2013-03-20T23:41,-,-,2,-,2,1,-,-,N,N,-,-,T and phi giving mixed signals on FR start in Wind
590,-,2013-04-13T22:12,,2013-04-14T16:39,2013-04-15T18:00,-,2013-04-15T23:00,1,-,1,2,-,2,N,N,-,-,Might have leg until Wind end?
591,592,2013-04-30T08:52,,2013-04-30T12:00,2013-05-01T04:13,-,2013-05-01T07:18,1,-,1,3,-,2,N,N,V,-,Mixed until next
592,591,2013-05-01T07:18,,2013-05-01T11:42,2013-05-01T18:00,-,-,2,-,1,2,-,-,N,N,-,-,Could add mixed?
593,-,2013-05-14T02:23,,2013-05-14T06:00,2013-05-15T02:48,-,2013-05-15T06:28,2,-,1,2,-,3,N,N,-,-,Weak and little rot but probably a flank encounter
594,595,2013-05-16T00:21,,2013-05-16T02:47,2013-05-16T12:44,-,2013-05-16T15:00,2,-,2,2,-,2,N,N,-,-,Sheath is probably more of front mixed than proper sheath
595,594,-,,2013-05-16T15:00,2013-05-16T21:51,-,-,-,-,2,2,-,-,N,N,-,-,Weak but probably a thing
596,597,2013-05-18T00:23,,2013-05-18T14:49,2013-05-19T14:33,-,2013-05-19T22:31,1,-,2,2,-,2,N,N,-,W,Wind plasma gap. Mixed until next
597,596,2013-05-19T22:31,,2013-05-20T01:36,2013-05-20T10:12,-,2013-05-20T16:25,1,-,2,2,-,3,N,N,-,-,Mixed could be leg?
598,599,2013-05-25T09:21,,2013-05-25T13:20,2013-05-25T20:00,-,-,2,-,1,1,-,-,N,Y?,V,-,Suspect CCMC front is HSS
599,598,2013-05-25T20:00,,2013-05-26T00:00,2013-05-26T09:21,-,2013-05-26T23:06,2,-,1,2,-,2,N,N,-,-,Think has leg
600,601,2013-06-06T02:09,,2013-06-06T14:23,2013-06-07T07:31,2013-06-07T19:57,2013-06-08T06:00,1,-,1,2,2,2,N,N,V,-,Mixed until next
601,600,2013-06-08T06:00,,2013-06-08T10:00,2013-06-08T20:00,-,-,2,-,2,3,-,-,N,N,-,-,Weak flank encounter but smooth
602,-,2013-06-23T03:45,,2013-06-23T07:29,2013-06-24T00:22,-,-,1,-,1,2,-,-,N,N,V,-,Too messy to split up. Mostly going off smooth phi. Might be longer?
603,-,2013-06-27T13:51,,2013-06-28T02:00,2013-06-28T12:18,2013-06-29T02:51,2013-06-29T11:59,1,-,1,3,2,1,N,Y?,GV,-,Not sure on leg. Think is HSS behind
604,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,V,-,Think this is just HSS
605,-,2013-07-04T17:17,,2013-07-05T18:32,2013-07-07T11:54,-,2013-07-07T18:00,3,-,2,2,-,-,N,N,-,-,Sheath structured mess so complete guess. Could have leg?
606,-,2013-07-09T20:00,,2013-07-10T10:52,2013-07-11T02:17,-,-,1,-,2,2,-,-,N,N,-,-,Weak case so FR bounds from n mostly
607,-,2013-07-12T16:43,,2013-07-13T05:15,2013-07-14T23:3,-,-,1,-,0,1,-,-,M?,N,-,-,Could have leg?
608,-,2013-08-20T21:34,,2013-08-21T02:10,2013-08-21T14:00,-,2013-08-21T18:10,1,-,2,2,2,-,N,N?,V,-,Very messy so low confidence on FR. HSS behind?
609,610,2013-08-22T18:58,,2013-08-24T00:01,2013-08-25T02:44,-,-,1,-,1,1,-,-,N,N,-,-,Interacts with next case? Next could be leg but RC has multi IDed coronal CMEs
610,609,-,,2013-08-25T02:44,2013-08-26T03:00,-,-,-,-,1,2,-,-,N,N,V,-,Interacts with prev case
611,612,2013-09-01T06:14,,2013-09-01T13:55,2013-09-01T23:02,-,2013-09-02T01:56,2,-,1,2,-,1,N,N,GV,-,Interracts with next
612,611,2013-09-02T01:30,,2013-09-02T10:54,2013-09-03T19:59,-,-,1,-,2,2,-,-,M?,N,-,-,FR has two diff regimes but not sure what. Or multi CME?
613,-,2013-10-02T01:15,,2013-10-02T23:44,2013-10-03T14:53,-,2013-10-03T22:00,2,-,1,2,-,2,N,M?,-,-,Mega sheath could involve HSS?
614,-,2013-10-08T19:43,,2013-10-09T09:00,2013-10-10T05:19,2013-10-11T00:00,-,1,-,1,2,2,-,M?,N,-,W,FR pretty messy
615,616,2013-10-28T04:04,,2013-10-28T05:58,2013-10-28T22:38,-,2013-10-29T07:10,1,-,1,1,-,1,N,N,-,-,Mixed until next
616,615,2013-10-29T07:10,,2013-10-30T18:14,2013-10-31T07:14,-,2013-10-31T16:00,3,-,1,2,-,3,N,N,-,-,Suspicious of megasheath for tiny slow CME. Guessing at mixed
617,-,-,,2013-11-07T00:00,2013-11-07T11:16,2013-11-07T21:02,-,-,-,3,3,3,-,N?,N,G,-,Weak messy thing but prob a thing. Super uncertain
618,-,2013-11-08T19:56,,2013-11-08T22:00,2013-11-09T05:00,-,2013-11-09T08:10,2,-,2,2,-,3,N,M?,GV,-,SIR/HSS behind? ACE/Wind n very different
619,-,-,,2013-11-11T17:00,2013-11-12T01:53,-,-,-,-,2,2,-,-,N,N,-,-,Weak but smooth and T drop
620,-,2013-11-23T00:14,,2013-11-23T05:12,2013-11-23T15:48,-,-,1,-,1,1,-,-,N,N,-,-,Weak and messy but some B rot
621,-,-,,2013-11-27T13:30,2013-11-29T01:25,-,-,-,-,2,2,-,-,N,N,V,-,Weak but probably a thing. Too far from next?
622,-,2013-11-30T20:00,,2013-12-01T04:48,2013-12-01T23:47,2013-12-02T23:54,2013-12-03T08:24,1,-,2,2,2,3,N,N,V,-,Think is core and leg but could be multi CME
623,-,2013-12-08T01:01,,2013-12-08T07:31,2013-12-09T02:09,-,-,3,-,2,3,-,-,-,M?,GV,-,Embedded in weak HSS? Not much of a real CME signature
624,-,2013-12-14T00:35,,2013-12-14T07:43,2013-12-14T14:00,-,2013-12-14T18:54,3,-,3,3,-,3,N,Y?,V,-,Guessing this and next embedded in weak HSS. Mixed is with HSS not next CME?
625,-,2013-12-15T13:00,,2013-12-15T16:48,2013-12-16T03:14,-,2013-12-16T06:06,3,-,1,2,-,3,N,Y?,-,-,HSS in front? Not sheath until prev?
626,-,2013-12-24T20:36,,2013-12-25T04:22,2013-12-25T16:44,-,2013-12-25T19:05,2,-,2,1,-,2,N,N,-,-,Relatively clean case with smooth B and rot
627,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,GV,-,HSS if anything
628,629,2014-01-08T18:47,,2014-01-09T01:53,2014-01-09T19:32,-,-,3,-,2,1,-,-,N,Y?,-,-,Assuming prev is HSS not mega sheath
629,628,2014-01-09T19:32,,2014-01-10T06:41,2014-01-11T07:56,-,-,1,-,1,3,-,-,N,N,-,-,Complete guess on back end. Might have leg or mixed but too uncertain to label
630,-,-,,2014-01-16T20:00,2014-01-17T14:14,-,-,-,-,2,3,-,-,N,N,V,-,Ugly weak case with odd B enhancement in back despite v decreasing. Geometry?
631,-,-,,2014-01-18T19:08,2014-01-19T21:03,-,-,-,-,3,3,-,-,N,N,V,-,Very weak. Could be nothing
632,-,-,,2014-01-30T15:23,2014-02-01T07:30,-,-,-,-,2,2,-,-,N,N,V,-,Could have leg? Not certain enough to split
633,-,2014-02-02T23:18,,2014-02-03T09:09,2014-02-04T03:24,-,-,2,-,3,3,-,-,N,N,-,-,Could be nothing. Made an attempt
634,635,2014-02-05T12:50,,2014-02-06T02:23,2014-02-07T16:16,-,-,1,-,2,1,-,-,N,N,-,-,Flank hit but smooth. Interacts with next
635,634,2014-02-07T16:16,,2014-02-08T01:00,2014-02-08T12:00,2014-02-09T10:49,-,1,-,2,3,2,-,-,M?,V,-,Complicated case. Could be multi CME or HSS interaction? Too far from next?
636,637,2014-02-10T18:00,,2014-02-11T11:45,2014-02-12T03:30,2014-02-13T08:55,-,2,-,2,3,1,-,N,N,V,-,Garbage core and leg?
637,636,2014-02-13T08:55,,2014-02-13T13:43,2014-02-14T04:45,-,2014-02-14T11:55,1,-,1,1,-,3,N,N,-,-,Guessing at mixed
638,639,2014-02-15T12:46,,2014-02-16T04:04,2014-02-16T12:13,-,-,1,-,2,2,-,-,N,N,-,-,Messy. Tried to split into multi bc DONKI associates with 3 CMEs
639,638; 640,-,,2014-02-16T12:13,2014-02-17T02:30,-,-,-,-,2,2,-,-,N,N,-,-,Messy and guessing on split between cases
640,639; 641,2014-02-17T02:30,,2014-02-17T05:53,2014-02-17T17:10,-,2014-02-18T05:59,1,-,2,3,-,3,N,N,-,-,Mixed or leg until next?
641,640; 642,2014-02-18T05:59,,2014-02-18T14:44,2014-02-19T03:10,-,2014-02-19T09:35,1,-,2,1,-,2,N,N,-,-,Mixed is shocked by next
642,641; 643,2014-02-19T03:10,,2014-02-19T11:44,2014-02-20T02:45,-,-,1,-,1,1,-,-,N,N,-,-,Could maybe add leg?
643,642,2014-02-20T02:45,,2014-02-21T02:15,2014-02-21T18:38,-,2014-02-22T12:00,1,-,1,2,-,3,N,N,-,-,Could maybe extend to next?
644,-,2014-02-23T06:00,,2014-02-23T10:29,2014-02-23T22:01,-,-,2,-,2,2,-,-,N,Y?,-,-,Think in front of HSS
645,-,2014-02-27T15:46,,2014-02-27T20:51,2014-02-28T02:38,2014-02-28T14:00,2014-02-28T17:55,1,-,2,2,3,3,N,N,V,-,Guessing at mixed
646,-,2014-03-25T19:25,,2014-03-26T05:21,2014-03-26T22:08,-,2014-03-27T04:30,1,-,1,2,-,2,N,N,-,-,FR core is messy
647,-,2014-04-05T09:40,,2014-04-05T22:10,2014-04-06T22:10,2014-04-07T09:50,2014-04-07T14:33,1,-,0,2,2,3,N,N,-,-,Smooth clean front
648,-,2014-04-05T09:40,,2014-04-05T22:10,2014-04-12T18:26,-,2014-04-12T23:33,1,-,0,2,-,2,N,N,V,-,Maybe leg? Keeps same rot as first part tho
649,650,-,,2014-04-18T19:00,2014-04-19T17:53,-,-,-,-,2,2,-,-,N,N,-,-,Prob is thing? Interacts with next
650,649; 651,2014-04-19T17:45,,2014-04-20T01:00,2014-04-20T10:22,-,-,2,-,1,1,-,-,N,N,-,-,Interacts with prev and next
651,650,2014-04-20T10:22,,2014-04-21T07:41,2014-04-22T09:00,-,-,1,-,1,2,-,-,N,N,-,-,Not clear enough to split off tail/mixed
652,-,2014-04-29T12:37,,2014-04-29T19:28,2014-04-30T16:03,-,2014-04-30T21:31,1,-,1,2,-,2,N,N,-,-,Fairly clean FR signature
653,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Is a shock/discontinuity at DONKI time but cannot put CME/HSS bounds on anything
